,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
2219,U001,0200726979,BJ'S  systems,2020-04-18 21:31:55.750000000,2020.0,1930655196.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,468.46099999999996,16-30
2220,U001,0200726979,BJ'S  associates,2020-04-08 16:13:31.250000000,2020.0,1930584422.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,186.914,16-30
2221,U001,0200761734,H E BUT us,2020-04-13 15:26:25.250000000,2020.0,1930631504.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,60365.235,16-30
2222,CA02,140106408,WAL-M corp,2020-05-05 08:15:27.562500000,2020.0,2960629257.0,2020-04-18 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-19 00:00:00.000000000,CA10,93500.79,0-15
2223,U001,0200707822,PUBLI co,2020-04-14 17:59:12.500000000,2020.0,1930645405.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,422.828,16-30
2224,CA02,0140106408,WAL-M associates,2020-04-04 17:54:31.125000000,2020.0,2960622736.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,3127.5,0-15
2225,U001,200771157,WEIS corp,2020-04-17 18:17:43.625000000,2020.0,1930684206.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,92865.64699999998,0-15
2226,U001,0200729290,KROGER systems,2020-05-21 22:18:45.125000000,2020.0,1930816111.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,8603.42,0-15
2227,U001,0200418007,AM us,2020-06-24 20:14:49.750000000,2020.0,1930763605.0,2020-04-08 00:00:00.000000000,2020-06-12 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAGD,1422.7079999999999,0-15
2228,U001,0200759878,SA ,2020-05-01 01:50:06.750000000,2020.0,1930710160.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,20732.452999999998,16-30
2229,U001,0200769623,WAL-MAR trust,2020-06-03 03:43:47.875000000,2020.0,1930848685.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,18291.293999999998,16-30
2230,U001,0200769623,WAL-MAR associates,2020-04-05 23:08:21.875000000,2020.0,1930610860.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,21673.007999999998,16-30
2231,U001,0200772595,SAFEW in,2020-05-22 13:25:15.875000000,2020.0,1930814773.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,97331.325,0-15
2232,U001,0200803720,DEC ,2020-06-05 06:19:54.250000000,2020.0,1930819346.0,2020-04-23 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,294.168,16-30
2233,U001,0200755701,ASSOCI co,2020-06-01 13:38:03.875000000,2020.0,1930833943.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,52042.458999999995,16-30
2234,U001,0200780383,MEIJ corp,2020-04-21 21:29:37.375000000,2020.0,1930670311.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,22809.695999999996,16-30
2235,U001,0200900212,CASEY in,2020-05-24 10:02:53.500000000,2020.0,1930788661.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,7181.474999999999,16-30
2236,U001,0200743123,KROGER foundation,2020-04-14 20:07:45.250000000,2020.0,1930648213.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,9087.910999999998,16-30
2237,U001,0200772670,ASSOCIAT foundation,2020-05-08 02:54:07.875000000,2020.0,1930760439.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAU5,6511.861999999999,16-30
2238,U001,0200762950,HAR corp,2020-05-02 08:45:19.000000000,2020.0,1930722869.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,30394.265999999996,16-30
2239,U001,0200772595,SAFEW foundation,2020-05-22 10:15:54.750000000,2020.0,1930812738.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,62796.78999999999,0-15
2240,U001,0200307138,UTZ Q corp,2020-05-29 07:31:03.500000000,2020.0,1930781278.0,2020-04-15 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAD5,40954.2,0-15
2241,U001,0200799420,HT HA us,2020-05-31 12:58:29.500000000,2020.0,1930848347.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,2828.973,16-30
2242,CA02,0140104429,COSTCO us,2020-04-06 16:24:44.437500000,2020.0,2960616597.0,2020-03-09 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,CA10,33827.84,0-15
2243,U001,0200769623,WAL-MAR ,2020-04-25 16:45:04.375000000,2020.0,1930660902.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,15190.545999999998,16-30
2244,U001,0200881076,ALBERT llc,2020-05-19 07:12:50.500000000,2020.0,1930805985.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,23196.144999999997,0-15
2245,U001,200769623,WAL-MAR trust,2020-06-02 13:26:54.125000000,2020.0,1930855472.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,3009.741,0-15
2246,U001,0200769623,WAL-MAR in,2020-04-11 00:59:33.000000000,2020.0,1930621071.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,33464.984,16-30
2247,U001,0200759878,SA in,2020-05-14 22:11:14.125000000,2020.0,1930761497.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAH4,10503.703,16-30
2248,U001,0200792293,UNIFIE systems,2020-05-07 13:02:51.000000000,2020.0,1930775552.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,16944.494,0-15
2249,U001,0200793568,SUPE corporation,2020-05-20 11:44:32.500000000,2020.0,1930810396.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,108301.92099999999,0-15
2250,U001,0200729942,SA associates,2020-05-02 11:27:22.500000000,2020.0,1930743409.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,9222.71,0-15
2251,CA02,0140105785,SHOPPE us,2020-04-08 00:19:28.781250000,2020.0,2960623731.0,2020-03-24 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,100434.4,0-15
2252,U001,0200769623,WAL-MAR corp,2020-05-30 08:31:40.000000000,2020.0,1930827121.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,34924.82,16-30
2253,U001,0200762301,C&S WH trust,2020-04-15 22:10:40.875000000,2020.0,1930653443.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAC6,23326.393999999997,16-30
2254,U001,0200759878,SA corporation,2020-05-17 17:22:54.625000000,2020.0,1930786483.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,16146.739,16-30
2255,U001,0200761734,H E BUT ,2020-04-24 12:56:49.375000000,2020.0,1930696281.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,33163.823,16-30
2256,U001,0200769623,WAL-MAR foundation,2020-05-02 21:10:01.250000000,2020.0,1930711264.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,10711.148,16-30
2257,U001,0200769623,WAL-MAR systems,2020-05-15 02:33:28.500000000,2020.0,1930799238.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,2259.691,0-15
2258,U001,0100031704,DELHAIZE associates,2020-06-04 14:08:51.500000000,2020.0,1930857360.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,2881.0739999999996,0-15
2259,U001,0200759878,SA us,2020-04-22 07:26:16.625000000,2020.0,1930661800.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,15555.406999999997,16-30
2260,U001,0200769623,WAL-MAR associates,2020-04-07 20:23:22.000000000,2020.0,1930619357.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,25212.739999999998,16-30
2261,U001,0200337148,COAS corporation,2020-04-14 11:48:52.875000000,2020.0,1930670412.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,6343.728999999999,0-15
2262,U001,0200762301,C&S WH systems,2020-05-12 07:57:10.931640625,2020.0,1930617875.0,2020-03-08 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAGD,671.727,0-15
2263,U001,0100054380,IMLE us,2020-04-15 09:57:09.500000000,2020.0,1930633659.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,14398.271999999999,16-30
2264,U001,0200769623,WAL-MAR co,2020-05-06 21:58:35.250000000,2020.0,1930759929.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAH4,1234.541,0-15
2265,U001,0200762301,C&S WH corp,2020-05-27 09:20:18.500000000,2020.0,1930621739.0,2020-03-09 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAGD,489.454,0-15
2266,U001,0200769623,WAL-MAR corporation,2020-04-29 00:27:43.500000000,2020.0,1930723640.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,18481.729,16-30
2267,U013,0100046487,PAPA JOH corporation,2020-05-08 05:43:34.875000000,2020.0,1991841417.0,2020-03-23 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-03-23 00:00:00.000000000,NA25,11205.74,16-30
2268,U001,0200759878,SA corporation,2020-05-01 17:22:54.625000000,2020.0,1930703340.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,16125.718,16-30
2269,U001,0200772670,ASSOCIAT ,2020-04-16 19:49:23.000000000,2020.0,1930651317.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAU5,21481.46,16-30
2270,U001,0100031704,DELHAIZE trust,2020-04-25 08:58:57.000000000,2020.0,1930708207.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,56158.662,16-30
2271,U001,0200772670,ASSOCIAT us,2020-04-10 21:32:56.875000000,2020.0,1930648114.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAU5,2313.22,0-15
2272,U001,0200769623,WAL-MAR corporation,2020-04-24 09:20:44.750000000,2020.0,1930703945.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,31091.346999999998,0-15
2273,U001,0200742521,GLA associates,2020-05-13 03:54:58.000000000,2020.0,1930768576.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,9502.08,16-30
2274,U001,0200705742,DOT corporation,2020-04-24 10:46:06.953125000,2020.0,1930676655.0,2020-03-20 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAAW,693.819,0-15
2275,U001,0200769623,WAL-MAR in,2020-05-04 22:17:12.750000000,2020.0,1930716619.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,7211.246,16-30
2276,U001,0200762301,C&S WH co,2020-06-05 00:41:18.375000000,2020.0,1930862410.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAC6,7036.7429999999995,16-30
2277,U001,0200705742,DOT corp,2020-04-06 13:03:58.750000000,2020.0,1930609488.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,16166.178,16-30
2278,U001,0200744019,TARG in,2020-06-08 09:36:32.625000000,2020.0,1930651117.0,2020-03-14 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAGD,12307.231999999998,16-30
2279,U001,0200759878,SA associates,2020-05-15 17:27:04.046875000,2020.0,1930635211.0,2020-03-11 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAGD,744.66,0-15
2280,CA02,0140104409,LOB corp,2020-03-21 04:13:48.875000000,2020.0,2960617947.0,2020-03-02 00:00:00.000000000,2020-03-12 00:00:00.000000000,2020-03-02 00:00:00.000000000,CA10,66925.5,0-15
2281,U001,0200728270,HEI foundation,2020-05-11 15:33:08.875000000,2020.0,1930782731.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,2800.1749999999997,0-15
2282,U001,200494102,MCCA co,2020-04-27 16:05:13.125000000,2020.0,1930730206.0,2020-03-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,C106,50465.835,0-15
2283,U001,0200780383,MEIJ foundation,2020-06-02 13:52:29.000000000,2020.0,1930813818.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,227.34599999999998,16-30
2284,U001,0200764795,SYSCO  systems,2020-05-10 11:23:20.000000000,2020.0,1930672957.0,2020-03-24 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-03-24 00:00:00.000000000,NA32,8302.336,16-30
2285,U001,0200726979,BJ'S  us,2020-05-30 12:03:01.500000000,2020.0,1930830185.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAA8,225.07099999999997,16-30
2286,U001,0200744019,TARG ,2020-06-08 09:31:40.875000000,2020.0,1930879720.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAA8,17394.110999999997,16-30
2287,CA02,0140106408,WAL-M in,2020-04-06 16:30:58.562500000,2020.0,2960622224.0,2020-03-21 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-21 00:00:00.000000000,CA10,76013.09,0-15
2288,CA02,0140106408,WAL-M in,2020-04-16 13:15:29.125000000,2020.0,2960625549.0,2020-04-02 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-04-02 00:00:00.000000000,CA10,1675.9,0-15
2289,CA02,0140104409,LOB ,2020-04-12 08:58:15.312500000,2020.0,2960623038.0,2020-03-20 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-23 00:00:00.000000000,CA10,103127.74,0-15
2290,U001,0200794332,COST llc,2020-04-07 02:09:54.125000000,2020.0,1930607549.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAAX,4628.141,16-30
2291,U001,0200769623,WAL-MAR systems,2020-04-14 17:49:05.000000000,2020.0,1930620236.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,330.092,16-30
2292,U001,0200744019,TARG co,2020-06-19 07:32:13.500000000,2020.0,1930851168.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAA8,67.48,31-45
2293,CA02,0140104429,COSTCO systems,2020-03-31 09:32:49.437500000,2020.0,2960617463.0,2020-03-02 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,48325.49,0-15
2294,U013,0140103470,D'ALB us,2020-05-01 22:57:12.250000000,2020.0,1991839992.0,2020-03-16 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAVE,28297.5,16-30
2295,CA02,0140104225,SAVE-ON- llc,2020-05-25 12:46:01.062500000,2020.0,2960631149.0,2020-04-30 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,132434.88,0-15
2296,U001,0200236583,REQU us,2020-04-23 08:50:06.000000000,2020.0,1930692583.0,2020-04-01 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NA10,24329.815999999995,0-15
2297,U001,0200769623,WAL-MAR trust,2020-04-11 13:50:25.875000000,2020.0,1930624012.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,40306.818999999996,16-30
2298,U001,0200769623,WAL-MAR in,2020-04-09 08:18:20.375000000,2020.0,1930604683.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,11924.675,16-30
2299,U001,0200706844,WINC us,2020-05-01 21:05:34.000000000,2020.0,1930731719.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,24704.322999999997,0-15
2300,U001,0200769623,WAL-MAR ,2020-05-26 02:45:41.375000000,2020.0,1930798988.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,330.092,16-30
2301,U001,0200772670,ASSOCIAT foundation,2020-05-05 15:29:19.500000000,2020.0,1930752782.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAU5,1387.232,0-15
2302,CA02,0140104285,BUY- ,2020-04-08 16:24:01.625000000,2020.0,2960621333.0,2020-03-16 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,1777.53,0-15
2303,U001,0200769623,WAL-MAR trust,2020-04-09 15:30:59.250000000,2020.0,1930642287.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,1521.2119999999998,0-15
2304,U001,0200741831,SUPE associates,2020-03-28 11:36:11.875000000,2020.0,1930598374.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,70270.599,0-15
2305,U001,0200769623,WAL-MAR trust,2020-05-29 12:20:19.250000000,2020.0,1930849901.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,1138.4309999999998,0-15
2306,U001,0200762301,C&S WH ,2020-04-08 01:00:45.250000000,2020.0,1930606282.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAC6,7582.89,16-30
2307,U001,0100043975,JAVA associates,2020-03-25 20:22:46.625000000,2020.0,1930578884.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,1289.3999999999999,0-15
2308,U001,0200418007,AM trust,2020-05-21 00:20:54.875000000,2020.0,1930777618.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,275.37999999999994,16-30
2309,U001,0200658936,CARIBB trust,2020-05-16 10:39:57.750000000,2020.0,1930605809.0,2020-03-04 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAVQ,35279.719999999994,0-15
2310,U001,0200148860,DOLLA foundation,2020-04-26 06:07:18.000000000,2020.0,1930685068.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,15684.262999999999,16-30
2311,U001,0200455322,PEA co,2020-04-20 13:09:46.875000000,2020.0,1930624502.0,2020-03-10 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAD5,49883.085,0-15
2312,U001,0200773364,U R M  ,2020-05-17 00:53:12.750000000,2020.0,1930760165.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,2618.1119999999996,16-30
2313,U001,0200794332,COST trust,2020-04-15 19:42:24.250000000,2020.0,1930660515.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,24500.566999999995,0-15
2314,U001,0200726979,BJ'S  systems,2020-05-11 22:29:49.250000000,2020.0,1930788605.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,900.7109999999999,0-15
2315,U001,0200769623,WAL-MAR corporation,2020-05-01 04:33:44.500000000,2020.0,1930712121.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,46069.59,16-30
2316,CA02,0140106408,WAL-M trust,2020-04-06 16:24:02.250000000,2020.0,2960622755.0,2020-03-21 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-21 00:00:00.000000000,CA10,5167.81,0-15
2317,U001,0200769623,WAL-MAR corporation,2020-04-14 09:45:46.324218750,2020.0,1930724862.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,660.184,
2318,U001,0200772670,ASSOCIAT corporation,2020-05-28 09:46:26.000000000,2020.0,1930828544.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAU5,8516.256,16-30
2319,U001,0200769623,WAL-MAR corp,2020-05-16 04:04:31.625000000,2020.0,1930780996.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,50696.499,16-30
2320,U001,0200573068,GROCE us,2020-03-31 03:47:28.750000000,2020.0,1930577914.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,13894.145999999999,16-30
2321,U001,0200769623,WAL-MAR us,2020-05-07 09:04:15.000000000,2020.0,1930763860.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,1171.8139999999999,0-15
2322,U001,0200290370,BARGAIN  us,2020-05-10 22:40:32.500000000,2020.0,1930729793.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,11061.637999999999,16-30
2323,U001,0200799367,MCL trust,2020-05-05 07:22:41.000000000,2020.0,1930717773.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,58389.345,16-30
2324,U001,0200769623,WAL-MAR trust,2020-05-10 05:15:49.500000000,2020.0,1930758975.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,35289.799999999996,16-30
2325,U001,0200759878,SA associates,2020-04-10 18:59:14.750000000,2020.0,1930635716.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,4886.923999999999,0-15
2326,U001,0200769623,WAL-MAR foundation,2020-06-11 02:52:06.250000000,2020.0,1930846949.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,15265.355,16-30
2327,U001,200705372,FR associates,2020-04-25 02:48:55.250000000,2020.0,1930676197.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,13250.306999999999,16-30
2328,U001,0200704858,WAKE corporation,2020-06-17 07:23:29.250000000,2020.0,1930715970.0,2020-03-31 00:00:00.000000000,2020-06-04 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAGD,21122.087,0-15
2329,U001,0200762301,C&S WH associates,2020-05-05 07:07:38.125000000,2020.0,1930751018.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAC6,4416.538,16-30
2330,U001,0200353024,DECA corporation,2020-05-06 08:14:35.750000000,2020.0,1930689540.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,110.208,16-30
2331,U001,0200769623,WAL-MAR corp,2020-06-02 12:01:35.000000000,2020.0,1930856495.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,7440.4259999999995,0-15
2332,U001,0200936373,SUPE corporation,2020-05-05 10:53:12.000000000,2020.0,1930730592.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,33842.585,16-30
2333,U001,0100036538,DENVER co,2020-04-11 17:57:20.250000000,2020.0,1930603325.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,6912.5,16-30
2334,U001,0200740393,LABAT foundation,2020-05-08 11:30:10.468750000,2020.0,1930801406.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,31802.245999999996,0-15
2335,CA02,140104331,CORE-M ,2020-06-05 00:20:26.000000000,2020.0,2960634412.0,2020-05-12 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-13 00:00:00.000000000,CA10,9695.52,0-15
2336,CA02,0140104229,A & W F in,2020-05-12 04:25:03.812500000,2020.0,2960630275.0,2020-04-24 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-26 00:00:00.000000000,CA10,6834.0,0-15
2337,U013,0140103983,FACE foundation,2020-05-29 03:24:16.625000000,2020.0,1991839489.0,2020-03-13 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAUZ,30647.266999999996,16-30
2338,U001,0200705742,DOT llc,2020-06-11 19:22:24.125000000,2020.0,1930874598.0,2020-05-07 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAD1,79815.764,16-30
2339,U001,0200759878,SA corporation,2020-04-14 01:28:56.250000000,2020.0,1930632841.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,19421.171,16-30
2340,U001,0200769623,WAL-MAR llc,2020-04-30 20:23:22.000000000,2020.0,1930715414.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,28959.833,16-30
